2021-07-05 18:32:45 PM\login_function\INFO\20\MainThread:4343090624\login_function.py:28: 欢迎登录
2021-07-05 18:32:48 PM\login_function\INFO\20\MainThread:4343090624\login_function.py:44: 用户名不存在或是密码错误
2021-07-05 18:32:52 PM\login_function\INFO\20\MainThread:4343090624\login_function.py:44: 用户名不存在或是密码错误
2021-07-05 18:32:55 PM\login_function\INFO\20\MainThread:4343090624\login_function.py:39: 用户jack,登录成功
2021-07-05 18:32:57 PM\registered_function\INFO\20\MainThread:4343090624\registered_function.py:17: 		欢迎来到注册首页
2021-07-05 18:33:19 PM\registered_function\INFO\20\MainThread:4343090624\registered_function.py:50: 用户adsadas,注册成功
